HMD  ;
timestamp;globalPosition; ; ;localPosition; ; ;globalRotation; ; ; ;localRotation; ; ; ;
msec;x; y; z;x; y; z;x; y; z; w;x; y; z; w;
1.38 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.4 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.42 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.44 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.46 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.48 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.5 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.52 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.54 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.56 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.58 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.6 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.62 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.64 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.66 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.68 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.7 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.72 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.74 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.76 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.78 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.8 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.82 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.84 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.86 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.88 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.9 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.92 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.94 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.96 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
1.98 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.02 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.04 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.06 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.08 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.1 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.12 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.14 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.16 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.18 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.2 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.22 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.24 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.26 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.28 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.3 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.32 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.34 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
2.36 ;-0.03431485 ;1.815833 ;-4.178603 ;-0.03431485 ;1.815833 ;0.03139719 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;-0.2729924 ;-0.1120252 ;-0.1076129 ;0.949392 ;
